0 30
0.010101 29.9997
0.020202 29.9993
0.030303 29.9988
0.040404 29.9982
0.0505051 29.9973
0.0606061 29.9961
0.0707071 29.9944
0.0808081 29.9922
0.0909091 29.9893
0.10101 29.9854
0.111111 29.9803
0.121212 29.9736
0.131313 29.9651
0.141414 29.9542
0.151515 29.9405
0.161616 29.9234
0.171717 29.9022
0.181818 29.8762
0.191919 29.8444
0.20202 29.8062
0.212121 29.7603
0.222222 29.7059
0.232323 29.6418
0.242424 29.5669
0.252525 29.48
0.262626 29.3799
0.272727 29.2655
0.282828 29.1358
0.292929 28.9896
0.30303 28.826
0.313131 28.6443
0.323232 28.4437
0.333333 28.2238
0.343434 27.9843
0.353535 27.725
0.363636 27.4462
0.373737 27.1481
0.383838 26.8314
0.393939 26.4969
0.40404 26.1457
0.414141 25.779
0.424242 25.3984
0.434343 25.0055
0.444444 24.6022
0.454545 24.1903
0.464646 23.7721
0.474747 23.3495
0.484848 22.9247
0.494949 22.5
0.505051 22.0774
0.515152 21.659
0.525253 21.2467
0.535354 20.8424
0.545455 20.4479
0.555556 20.0646
0.565657 19.694
0.575758 19.3372
0.585859 18.9953
0.59596 18.6691
0.606061 18.3592
0.616162 18.066
0.626263 17.7899
0.636364 17.5308
0.646465 17.2888
0.656566 17.0637
0.666667 16.855
0.676768 16.6624
0.686869 16.4853
0.69697 16.3231
0.707071 16.175
0.717172 16.0405
0.727273 15.9186
0.737374 15.8086
0.747475 15.7097
0.757576 15.6211
0.767677 15.5419
0.777778 15.4715
0.787879 15.4091
0.79798 15.3539
0.808081 15.3053
0.818182 15.2626
0.828283 15.2253
0.838384 15.1927
0.848485 15.1644
0.858586 15.1398
0.868687 15.1185
0.878788 15.1002
0.888889 15.0843
0.89899 15.0707
0.909091 15.059
0.919192 15.0489
0.929293 15.0402
0.939394 15.0327
0.949495 15.026
0.959596 15.0201
0.969697 15.0147
0.979798 15.0097
0.989899 15.0048
1 15
